corpus	ID	Agent marking	Agent_animacy	Agent_wordcount	Patien_animacy	Affectdness	Verb		
wiki	160205	oleh	0	7	1	1	tertekan		
wiki	177108	oleh	1	8	1	1	tertekan		
mix	10141	zero	0	1	1	1	terjebak		banjir
mix	18166	oleh	1	3	1	1	terjebak		sisa
mix	28161	zero	0	2	1	1	terjebak		gerakan
mix	46421	zero	0	1	0	1	terjebak		kemacetan
mix	61035	oleh	0	1	0	1	terjebak		sesutatu
mix	90751	zero	0	1	1	1	terjebak		utang
mix	98528	zero	0	2	1	1	terjebak		kerusuhan
mix	100474	zero	0	2	1	1	terjebak		?
mix	101469	zero	0	1	0	1	terjebak		macet
mix	106181	oleh	1	1	1	1	terjebak		mereka
mix	113300	oleh	0	2	0	1	terjebak		refleksi
mix	129133	zero	0	6	1	1	terjebak		kemacetan
mix	133635	zero	0	1	1	1	terjebak		macet
mix	152050	oleh	0	4	1	1	terjebak		umpan
mix	162754	zero	0	1	1	1	terjebak		badai
mix	171963	zero	0	1	1	1	terjebak		macet
mix	182317	zero	0	10	1	1	terjebak		banjir
mix	197541	zero	0	3	1	1	terjebak		?
mix	225695	zero	0	6	1	1	terjebak		asumusi
mix	227742	zero	0	1	1	1	terjebak		kemacetan
mix	234977	oleh	0	2	1	1	terjebak		emosi
web	31805	zero	0	2	0	1	terjebak		kemacetan
web	34052	zero	0	1	1	1	terjebak		banjir
web	41083	zero	0	1	1	1	terjebak		keangkuhan
web	41527	oleh	0	3	1	1	terjebak		kesesatan
web	56408	zero	0	3	1	1	terjebak		pekat
web	58349	zero	0	1	1	1	terjebak		macet
web	58875	zero	0	2	1	1	terjebak		lumpur
web	59405	zero	0	1	1	1	terjebak		kemacetan
web	62819	oleh	0	6	1	1	terjebak		kemacetan
web	66547	zero	0	1	1	1	terjebak		adagium
web	68516	zero	0	1	1	1	terjebak		kemacetan
web	81663	oleh	0	4	1	1	terjebak		cara
web	129184	zero	0	5	1	1	terjebak		anggapan
web	147212	zero	0	1	1	1	terjebak		kerikuhan
web	212756	zero	0	3	1	1	terjebak		kebosanan
web	223625	zero	0	2	1	1	terjebak		macet
web	233829	zero	0	5	1	1	terjebak		strategi
web	240827	oleh	0	14	1	1	terjebak		label
web	243478	zero	0	1	1	1	terjebak		macet
web	277899	zero	0	1	1	1	terjebak		macet
wiki	3151	zero	0	7	1	1	terjebak		kutukan
wiki	26398	zero	0	2	1	1	terjebak		baku
wiki	28310	oleh	0	1	1	1	terjebak		singgasana
wiki	138307	oleh	0	1	0	1	terjebak		mukus
wiki	176616	zero	0	1	1	1	terjebak		persahabatan
wiki	186777	zero	0	3	1	1	terjebak		pesona
wiki	200428	zero	0	1	1	1	terjebak		badai
wiki	235300	oleh	1	2	0	1	terjebak		seorang
wiki	294653	zero	0	1	1	1	terjebak		badai
mix	32014	oleh	0	2	1	1	terhubung		
wiki	41557	oleh	0	3	0	1	terhubung		
wiki	71207	oleh	0	5	0	1	terhubung		
wiki	71208	oleh	0	4	0	1	terhubung		
wiki	99136	oleh	0	5	0	1	terhubung		
wiki	112939	oleh	0	3	0	1	terhubung		
wiki	115591	oleh	0	6	0	1	terhubung		
wiki	177354	oleh	0	2	0	1	terhubung		
wiki	210334	oleh	0	3	0	1	terhubung		
wiki	261053	oleh	0	1	0	1	terhubung		
wiki	265348	oleh	0	3	0	1	terhubung		
wiki	286343	oleh	0	6	0	1	terhubung		
mix	96000	oleh	0	1	0	1	tergantung		
mix	99842	oleh	0	9	0	1	tergantung		
mix	100389	oleh	1	2	0	1	tergantung		
mix	204299	oleh	0	10	0	1	tergantung		
mix	235118	oleh	1	1	0	1	tergantung		
web	44159	oleh	1	2	0	1	tergantung		
web	135139	oleh	0	2	0	1	tergantung		
web	219248	oleh	0	5	0	1	tergantung		
wiki	193770	oleh	0	1	0	1	tergantung		
wiki	221833	oleh	0	1	0	1	tergantung		
wiki	269052	oleh	0	3	0	1	tergantung		
mix	26285	zero	0	1	1	1	terluka		
mix	68750	oleh	0	3	1	1	terluka		
mix	72581	zero	0	3	1	1	terluka		
mix	101901	oleh	0	8	1	1	terluka		
mix	163356	oleh	0	3	1	1	terluka		
mix	192390	zero	0	2	1	1	terluka		
web	27540	zero	0	1	1	1	terluka		
web	128909	oleh	0	2	1	1	terluka		
web	143333	oleh	0	2	0	1	terluka		
web	181537	oleh	0	1	1	1	terluka		
wiki	40981	oleh	0	5	0	1	terluka		
wiki	87497	oleh	1	1	1	1	terluka		
wiki	108377	zero	0	2	0	1	terluka		
wiki	182190	oleh	0	2	1	1	terluka		
wiki	277741	oleh	0	6	1	1	terluka		
wiki	286245	oleh	0	2	1	1	terluka		
mix	100324	zero	0	2	1	0	terpilih		
mix	105779	oleh	0	2	1	0	terpilih		
mix	282562	zero	1	1	1	0	terpilih		
mix	283766	oleh	1	2	1	0	terpilih		
web	156604	oleh	1	1	0	0	terpilih		
wiki	27918	oleh	1	3	1	0	terpilih		
wiki	31139	oleh	0	3	1	0	terpilih		
wiki	44504	oleh	1	2	1	0	terpilih		
wiki	47714	oleh	0	3	1	0	terpilih		
wiki	159863	oleh	1	2	1	0	terpilih		
wiki	164562	zero	0	1	1	0	terpilih		
wiki	164567	zero	0	1	1	0	terpilih		
wiki	165025	zero	0	1	1	0	terpilih		
wiki	180803	zero	0	4	0	0	terpilih		
wiki	188935	zero	1	1	1	0	terpilih		
wiki	242545	zero	1	8	0	0	terpilih		
wiki	291494	oleh	0	2	0	0	terpilih		
web	78335	oleh	0	1	0	1	tersusun		
web	155071	oleh	0	2	0	1	tersusun		
web	155169	oleh	0	14	0	1	tersusun		
web	297793	oleh	0	3	0	1	tersusun		
wiki	109198	oleh	0	4	0	1	tersusun		
wiki	109201	oleh	0	7	0	1	tersusun		
wiki	110113	oleh	0	6	0	1	tersusun		
wiki	195028	oleh	0	4	0	1	tersusun		
wiki	265814	oleh	0	3	0	1	tersusun		
mix	4981	oleh	0	1	1	0	tercemar		
mix	65041	zero	0	7	1	0	tercemar		
mix	76316	zero	0	5	0	0	tercemar		
mix	81942	oleh	0	1	1	0	tercemar		
mix	114410	zero	0	2	1	0	tercemar		
mix	174863	zero	0	4	0	0	tercemar		
mix	188740	zero	1	2	1	0	tercemar		
mix	194925	zero	0	1	0	0	tercemar		
mix	244016	zero	0	2	0	0	tercemar		
mix	262122	zero	0	2	0	0	tercemar		
web	12635	zero	0	5	0	0	tercemar		
web	35111	zero	0	1	0	0	tercemar		
web	53199	zero	0	4	0	0	tercemar		
web	73383	zero	0	5	0	0	tercemar		
web	114634	oleh	0	4	0	0	tercemar		
web	119405	zero	0	1	0	0	tercemar		
web	122296	zero	0	2	0	0	tercemar		
web	123720	zero	0	3	0	0	tercemar		
web	165502	oleh	0	3	0	0	tercemar		
web	166217	zero	0	2	0	0	tercemar		
web	222778	oleh	0	2	0	0	tercemar		
web	222780	zero	0	2	0	0	tercemar		
web	227903	zero	0	4	0	0	tercemar		
web	230115	zero	0	7	0	0	tercemar		
web	234673	oleh	0	2	0	0	tercemar		
web	237942	zero	0	1	0	0	tercemar		
web	245395	oleh	0	8	0	0	tercemar		
web	270234	zero	0	7	0	0	tercemar		
web	271836	zero	0	5	0	0	tercemar		
web	285281	zero	0	2	0	0	tercemar		
web	290277	zero	0	1	0	0	tercemar		
web	291148	zero	0	1	0	0	tercemar		
wiki	16489	zero	0	4	0	0	tercemar		
wiki	34157	oleh	0	4	0	0	tercemar		
wiki	67257	zero	0	2	0	0	tercemar		
wiki	68122	zero	0	1	0	0	tercemar		
wiki	94601	zero	0	1	0	0	tercemar		
wiki	94606	zero	0	1	0	0	tercemar		
wiki	196589	zero	0	1	0	0	tercemar		
wiki	213849	oleh	0	5	0	0	tercemar		
web	2015	oleh	0	1	0	0	terbukti		
web	75006	oleh	0	14	0	0	terbukti		
web	76880	oleh	0	14	0	0	terbukti		
web	156942	oleh	1	2	0	0	terbukti		
web	223076	oleh	0	1	0	0	terbukti		
wiki	78965	oleh	0	20	0	0	terbukti		
wiki	79718	oleh	0	22	0	0	terbukti		
mix	191153	oleh	0	4	0	1	terbuka		
wiki	75685	oleh	0	4	0	1	terbuka		
